id,answers,correct_answer,question,edition,json
205,"[""ClownDating.com"",""TrekPassions.com"",""BurritoLove.com"",""MulletPassions.com""]",2,Which of these is NOT a real dating website?,Global,"{""id"":""205"",""question"":""Which of these is NOT a real dating website?"",""correct_answer"":2,""answers"":[""ClownDating.com"",""TrekPassions.com"",""BurritoLove.com"",""MulletPassions.com""],""edition"":""Global""}"
206,"[""Quebec"",""Ontario"",""British Columbia"",""Manitoba""]",1,What is the most populous Canadian province?,Global,"{""id"":""206"",""question"":""What is the most populous Canadian province?"",""correct_answer"":1,""answers"":[""Quebec"",""Ontario"",""British Columbia"",""Manitoba""],""edition"":""Global""}"
207,"[""Enchilada"",""Chimichanga"",""Tostada"",""Dorito""]",1,What is the food term for a deep-fried burrito?,Global,"{""id"":""207"",""question"":""What is the food term for a deep-fried burrito?"",""correct_answer"":1,""answers"":[""Enchilada"",""Chimichanga"",""Tostada"",""Dorito""],""edition"":""Global""}"
208,"[""Orange"",""Blue"",""Pink"",""Brown""]",0,"Before he was green, what color was Sesame Street's Oscar the Grouch?",Global,"{""id"":""208"",""question"":""Before he was green, what color was Sesame Street's Oscar the Grouch?"",""correct_answer"":0,""answers"":[""Orange"",""Blue"",""Pink"",""Brown""],""edition"":""Global""}"
209,"[""6"",""8"",""10"",""12""]",1,How many cross-laces are on a standard NFL football?,All,"{""id"":""209"",""question"":""How many cross-laces are on a standard NFL football?"",""correct_answer"":1,""answers"":[""6"",""8"",""10"",""12""],""edition"":""All""}"
210,"[""Nucleus"",""Golgi Apparatus"",""Vacuole"",""Endoplasmic Reticulum""]",0,What is usually the largest organelle of an animal cell?,Global,"{""id"":""210"",""question"":""What is usually the largest organelle of an animal cell?"",""correct_answer"":0,""answers"":[""Nucleus"",""Golgi Apparatus"",""Vacuole"",""Endoplasmic Reticulum""],""edition"":""Global""}"
211,"[""The Office"",""Frasier"",""Superstore"",""Cheers""]",0,David Brent is the general manager of the Slough branch of Wernham-Hogg on what television show?,Global,"{""id"":""211"",""question"":""David Brent is the general manager of the Slough branch of Wernham-Hogg on what television show?"",""correct_answer"":0,""answers"":[""The Office"",""Frasier"",""Superstore"",""Cheers""],""edition"":""Global""}"
212,"[""William Penn"",""Benjamin Franklin"",""Nathan Hale"",""George Washington""]",0,The mascot of Quaker Oats was originally what famous American?,All,"{""id"":""212"",""question"":""The mascot of Quaker Oats was originally what famous American?"",""correct_answer"":0,""answers"":[""William Penn"",""Benjamin Franklin"",""Nathan Hale"",""George Washington""],""edition"":""All""}"
213,"[""Richard Nixon"",""Ulysses S. Grant"",""Franklin Delano Roosevelt"",""Abraham Lincoln""]",2,Which US President was the only one to have three different vice presidents?,All,"{""id"":""213"",""question"":""Which US President was the only one to have three different vice presidents?"",""correct_answer"":2,""answers"":[""Richard Nixon"",""Ulysses S. Grant"",""Franklin Delano Roosevelt"",""Abraham Lincoln""],""edition"":""All""}"
214,"[""Breaking Bad"",""Mad Men"",""The Wire"",""The Sopranos""]",0,"Metástasis is a Spanish-language version of what TV show, telling the story of Walter Blanco?",Global,"{""id"":""214"",""question"":""Metástasis is a Spanish-language version of what TV show, telling the story of Walter Blanco?"",""correct_answer"":0,""answers"":[""Breaking Bad"",""Mad Men"",""The Wire"",""The Sopranos""],""edition"":""Global""}"
215,"[""Break"",""Finger"",""Kat"",""Stick""]",1,What is the official term for each individual section of a Kit Kat bar?,Global,"{""id"":""215"",""question"":""What is the official term for each individual section of a Kit Kat bar?"",""correct_answer"":1,""answers"":[""Break"",""Finger"",""Kat"",""Stick""],""edition"":""Global""}"
216,"[""Florida"",""California"",""New Jersey"",""Ohio""]",1,What US state is home to the most roller coasters?,Global,"{""id"":""216"",""question"":""What US state is home to the most roller coasters?"",""correct_answer"":1,""answers"":[""Florida"",""California"",""New Jersey"",""Ohio""],""edition"":""Global""}"
217,"[""Wisconsin"",""Massachusetts"",""Oklahoma"",""Maine""]",1,What US state's official beverage is cranberry juice?,All,"{""id"":""217"",""question"":""What US state's official beverage is cranberry juice?"",""correct_answer"":1,""answers"":[""Wisconsin"",""Massachusetts"",""Oklahoma"",""Maine""],""edition"":""All""}"
218,"[""Utah"",""Iowa"",""Rhode Island"",""Florida""]",0,What US state's official snack food is Jell-O?,All,"{""id"":""218"",""question"":""What US state's official snack food is Jell-O?"",""correct_answer"":0,""answers"":[""Utah"",""Iowa"",""Rhode Island"",""Florida""],""edition"":""All""}"
219,"[""Raleigh, NC"",""Charleston, SC"",""Charlotte, NC"",""Greenville, SC""]",2,In what city do the NFL's Carolina Panthers play their home games?,All,"{""id"":""219"",""question"":""In what city do the NFL's Carolina Panthers play their home games?"",""correct_answer"":2,""answers"":[""Raleigh, NC"",""Charleston, SC"",""Charlotte, NC"",""Greenville, SC""],""edition"":""All""}"
220,"[""1"",""5"",""10"",""100""]",1,The English word dquotesgodquotes is also the Japanese word for what number?,Global,"{""id"":""220"",""question"":""The English word dquotesgodquotes is also the Japanese word for what number?"",""correct_answer"":1,""answers"":[""1"",""5"",""10"",""100""],""edition"":""Global""}"
221,"[""Red"",""Blond"",""Black"",""Brown""]",2,What is the world's most common hair color?,Global,"{""id"":""221"",""question"":""What is the world's most common hair color?"",""correct_answer"":2,""answers"":[""Red"",""Blond"",""Black"",""Brown""],""edition"":""Global""}"
222,"[""King Edward VIII"",""King George VI"",""Queen Elizabeth I"",""King Charles III""]",1,What British monarch immediately preceded Queen Elizabeth II?,Global,"{""id"":""222"",""question"":""What British monarch immediately preceded Queen Elizabeth II?"",""correct_answer"":1,""answers"":[""King Edward VIII"",""King George VI"",""Queen Elizabeth I"",""King Charles III""],""edition"":""Global""}"
223,"[""Daniel Whistlar"",""Alan Smithee"",""Herbert Grooten"",""Martin Scorsese""]",1,What pseudonym is often used by film directors who don't want to be associated with a movie?,Global,"{""id"":""223"",""question"":""What pseudonym is often used by film directors who don't want to be associated with a movie?"",""correct_answer"":1,""answers"":[""Daniel Whistlar"",""Alan Smithee"",""Herbert Grooten"",""Martin Scorsese""],""edition"":""Global""}"
224,"[""Thanksgiving"",""Labour Day"",""Boxing Day"",""Red Nose Day""]",2,"In the United Kingdom, what holiday is celebrated the day after Christmas?",Global,"{""id"":""224"",""question"":""In the United Kingdom, what holiday is celebrated the day after Christmas?"",""correct_answer"":2,""answers"":[""Thanksgiving"",""Labour Day"",""Boxing Day"",""Red Nose Day""],""edition"":""Global""}"
225,"[""15"",""21"",""26"",""11""]",2,What is the most innings ever played in an MLB game?,All,"{""id"":""225"",""question"":""What is the most innings ever played in an MLB game?"",""correct_answer"":2,""answers"":[""15"",""21"",""26"",""11""],""edition"":""All""}"
226,"[""Cairo"",""Giza"",""Luxor"",""Alexandria""]",1,In what Egyptian city is the Great Pyramid?,Global,"{""id"":""226"",""question"":""In what Egyptian city is the Great Pyramid?"",""correct_answer"":1,""answers"":[""Cairo"",""Giza"",""Luxor"",""Alexandria""],""edition"":""Global""}"
227,"[""U"",""H"",""P"",""O""]",1,What letter is symbolized in Morse code by four dots?,Global,"{""id"":""227"",""question"":""What letter is symbolized in Morse code by four dots?"",""correct_answer"":1,""answers"":[""U"",""H"",""P"",""O""],""edition"":""Global""}"
228,"[""Russia"",""United States"",""France"",""Italy""]",2,"Which country, including its overseas territories, has the most time zones?",Global,"{""id"":""228"",""question"":""Which country, including its overseas territories, has the most time zones?"",""correct_answer"":2,""answers"":[""Russia"",""United States"",""France"",""Italy""],""edition"":""Global""}"
229,"[""Germany"",""Czech Republic"",""Poland"",""Russia""]",1,"Per capita, what country drinks the most beer?",Global,"{""id"":""229"",""question"":""Per capita, what country drinks the most beer?"",""correct_answer"":1,""answers"":[""Germany"",""Czech Republic"",""Poland"",""Russia""],""edition"":""Global""}"
230,"[""6'11''"",""8'2''"",""10'5''"",""7'3''""]",1,How tall is Big Bird?,Global,"{""id"":""230"",""question"":""How tall is Big Bird?"",""correct_answer"":1,""answers"":[""6'11''"",""8'2''"",""10'5''"",""7'3''""],""edition"":""Global""}"
231,"[""British"",""Belgian"",""Bavarian"",""Beautiful""]",2,What does the dquotesBdquotes stand for in the automobile company dquotesBMWdquotes?,Global,"{""id"":""231"",""question"":""What does the dquotesBdquotes stand for in the automobile company dquotesBMWdquotes?"",""correct_answer"":2,""answers"":[""British"",""Belgian"",""Bavarian"",""Beautiful""],""edition"":""Global""}"
232,"[""Kappa"",""Gamma"",""Delta"",""Chi""]",1,"What is the third letter of the Greek alphabet, after Alpha and Beta?",Global,"{""id"":""232"",""question"":""What is the third letter of the Greek alphabet, after Alpha and Beta?"",""correct_answer"":1,""answers"":[""Kappa"",""Gamma"",""Delta"",""Chi""],""edition"":""Global""}"
233,"[""Primate"",""Monkey"",""Ape"",""Simian""]",1,Which of these terms does NOT describe a silverback gorilla?,Global,"{""id"":""233"",""question"":""Which of these terms does NOT describe a silverback gorilla?"",""correct_answer"":1,""answers"":[""Primate"",""Monkey"",""Ape"",""Simian""],""edition"":""Global""}"
234,"[""Larynx"",""Pharynx"",""Trachea"",""Esophagus""]",0,What is the scientific name for the voice box?,Global,"{""id"":""234"",""question"":""What is the scientific name for the voice box?"",""correct_answer"":0,""answers"":[""Larynx"",""Pharynx"",""Trachea"",""Esophagus""],""edition"":""Global""}"
235,"[""Newborn Health"",""Musical Aptitude"",""Linguistic Intelligence"",""Foot Size""]",0,What is judged by a metric called the Apgar score?,Global,"{""id"":""235"",""question"":""What is judged by a metric called the Apgar score?"",""correct_answer"":0,""answers"":[""Newborn Health"",""Musical Aptitude"",""Linguistic Intelligence"",""Foot Size""],""edition"":""Global""}"
236,"[""White Blood Cell"",""Red Blood Cell"",""Platelet"",""Myocyte""]",2,Which of these small things is the smallest?,Global,"{""id"":""236"",""question"":""Which of these small things is the smallest?"",""correct_answer"":2,""answers"":[""White Blood Cell"",""Red Blood Cell"",""Platelet"",""Myocyte""],""edition"":""Global""}"
237,"[""200 feet"",""510 feet"",""660 feet"",""1000 feet""]",2,"In feet, how long is a furlong?",Global,"{""id"":""237"",""question"":""In feet, how long is a furlong?"",""correct_answer"":2,""answers"":[""200 feet"",""510 feet"",""660 feet"",""1000 feet""],""edition"":""Global""}"
238,"[""Cashew"",""Peanut"",""Almond"",""Chestnut""]",1,Which of these nuts does NOT grow on a tree?,Global,"{""id"":""238"",""question"":""Which of these nuts does NOT grow on a tree?"",""correct_answer"":1,""answers"":[""Cashew"",""Peanut"",""Almond"",""Chestnut""],""edition"":""Global""}"
239,"[""Navy Bean"",""Kidney Bean"",""Garbanzo Bean"",""Lima Bean""]",2,Which of these beans is another name for a chickpea?,Global,"{""id"":""239"",""question"":""Which of these beans is another name for a chickpea?"",""correct_answer"":2,""answers"":[""Navy Bean"",""Kidney Bean"",""Garbanzo Bean"",""Lima Bean""],""edition"":""Global""}"
240,"[""New Mexico"",""South Dakota"",""South Carolina"",""Arizona""]",1,What US state was known as dquotesThe Sunshine Statedquotes before Florida made it their official nickname?,All,"{""id"":""240"",""question"":""What US state was known as dquotesThe Sunshine Statedquotes before Florida made it their official nickname?"",""correct_answer"":1,""answers"":[""New Mexico"",""South Dakota"",""South Carolina"",""Arizona""],""edition"":""All""}"
241,"[""Roast Beef"",""Chicken"",""Ham"",""Pastrami""]",2,Which of these meats is found on a Monte Cristo sandwich?,Global,"{""id"":""241"",""question"":""Which of these meats is found on a Monte Cristo sandwich?"",""correct_answer"":2,""answers"":[""Roast Beef"",""Chicken"",""Ham"",""Pastrami""],""edition"":""Global""}"
242,"[""City"",""Municipality"",""Neighborhood"",""County""]",2,"Geographically, what is Hollywood?",All,"{""id"":""242"",""question"":""Geographically, what is Hollywood?"",""correct_answer"":2,""answers"":[""City"",""Municipality"",""Neighborhood"",""County""],""edition"":""All""}"
243,"[""Hawai'i"",""O'ahu"",""Maui"",""Kauaʻi ""]",1,On what Hawaiian island is the state's capital of Honolulu?,All,"{""id"":""243"",""question"":""On what Hawaiian island is the state's capital of Honolulu?"",""correct_answer"":1,""answers"":[""Hawai'i"",""O'ahu"",""Maui"",""Kauaʻi ""],""edition"":""All""}"
244,"[""San Francisco"",""Dallas"",""Las Vegas"",""San Diego""]",0,What US city was formerly known as dquotesYerba Buenadquotes?,All,"{""id"":""244"",""question"":""What US city was formerly known as dquotesYerba Buenadquotes?"",""correct_answer"":0,""answers"":[""San Francisco"",""Dallas"",""Las Vegas"",""San Diego""],""edition"":""All""}"
245,"[""Mary"",""Anna"",""Elizabeth"",""Nicole""]",0,"In the United States, what was the most popular baby girl's name of the 20th century?",All,"{""id"":""245"",""question"":""In the United States, what was the most popular baby girl's name of the 20th century?"",""correct_answer"":0,""answers"":[""Mary"",""Anna"",""Elizabeth"",""Nicole""],""edition"":""All""}"
246,"[""Broccoli"",""Spinach"",""Beets"",""Carrots""]",0,Which of these vegetables is NOT in the original recipe of V8 Vegetable Juice?,Global,"{""id"":""246"",""question"":""Which of these vegetables is NOT in the original recipe of V8 Vegetable Juice?"",""correct_answer"":0,""answers"":[""Broccoli"",""Spinach"",""Beets"",""Carrots""],""edition"":""Global""}"
247,"[""Ohio"",""Oregon"",""Oklahoma"",""South Dakota""]",1,What US state has the only flag with different designs on each side?,All,"{""id"":""247"",""question"":""What US state has the only flag with different designs on each side?"",""correct_answer"":1,""answers"":[""Ohio"",""Oregon"",""Oklahoma"",""South Dakota""],""edition"":""All""}"
248,"[""Norway"",""Finland"",""Sweden"",""The Netherlands""]",0,Which of these countries is the farthest north?,Global,"{""id"":""248"",""question"":""Which of these countries is the farthest north?"",""correct_answer"":0,""answers"":[""Norway"",""Finland"",""Sweden"",""The Netherlands""],""edition"":""Global""}"
